mol,mseq,S
O=C(NCc1ccncc1)c1cc(C)cc(C)c1,588,-5.362009
Clc1ccc(C(=O)NCC(=O)NO)cc1,611,-5.3618975
O=C1N(c2ccccc2)c2ncccc2C(O)=C1N1CCCC1,334,-5.3591928
C(C)c1c(CC2=NCCN2)c2c(o1)cccc2,130,-5.3584704
S(=O)(=O)(Nc1cc(C(O)CNC)ccc1)C,314,-5.3578439
O=C(O)CCCCCCCCC=C,672,-5.3578067
S(=O)(=O)(NC(=O)C)c1c(S(=O)(=O)c2ccc(N)cc2)ccc(N)c1,294,-5.3576422
O=C(O)CCCCCCCCC=C,672,-5.3549266
O=C(Nc1ccccc1)CC(N(CC)CC)C,133,-5.3548555
S=C(NC)C1(c2ncccc2)SCCC1,609,-5.3543148
Clc1c(Cl)cccc1[C@@]1C(C(=O)OC(C)C)=C(C)NC(C)=C1c1ocnn1,628,-5.3530016
S(=O)(=O)(Nc1c(C)c(C)on1)c1ccc(N)cc1,173,-5.3506641
O=[N+]([O-])c1oc(-c2nc(NNC=O)sc2)cc1,466,-5.3496222
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,162,-5.3482404
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,328,-5.3449402
S(=O)(=O)(Nc1c(C)c(C)on1)c1ccc(N)cc1,173,-5.3435931
Clc1cc(O)c(C(=O)NCCCC(=O)O)cc1,544,-5.3427238
Clc1c(/C=N/Nc2n(N)cnn2)c(Cl)ccc1,656,-5.3427219
O=[N+]([O-])c1oc(/C=N/N2C(=O)NCC2)cc1,622,-5.3425756
Ic1ccc([C@@](C)n2c(C(=O)OC)cnc2)cc1,40,-5.3424873
O=C(NCc1ccncc1)c1cc(C)cc(C)c1,588,-5.3421407
O=C(O)C(C)c1ccc(C2=CCCCC2)cc1,425,-5.3421044
O=C(OCCN(CC)CC)c1c(O)cccc1,247,-5.3404284
Clc1c(Cl)ccc(-c2c(N)nc(N)nc2CC)c1,192,-5.3400154
O=C(NNCc1ccccc1)C(C)(C)C,44,-5.3389935
O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@@]5S[C@@]5C4)CC3)CC2)CC1,524,-5.3376393
O(C)[C@@]1[C@@](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1,465,-5.3373394
Clc1cc(O)c(C(=O)NCCCC(=O)O)cc1,544,-5.3362432
N(CCC=C1c2c(N(C)Cc3c1cccc3)cccc2)(C)C,175,-5.3345652
Fc1c(O)ccc(C(C(C)c2cc(F)c(O)cc2)CC)c1,681,-5.3333507
S(=O)(=O)(NC(=O)C)c1c(S(=O)(=O)c2ccc(N)cc2)ccc(N)c1,294,-5.3321867
O(C)c1c(OC)cc2c([C@@](c3ccccc3)CN(C)CC2)c1,142,-5.330924
Clc1c(Cl)cccc1[C@@]1C(C(=O)OC(C)C)=C(C)NC(C)=C1c1ocnn1,628,-5.3302889
Clc1ccc(-c2nn3c(n2)-c2c(cccc2)C=C3)cc1,562,-5.3300333
O=C(N)C1N(C(C)(C)N2C(C#N)C2)C1,693,-5.3300209
O=C(OC(C(CC(NC)C)(c1ccccc1)c1ccccc1)CC)C,150,-5.3280106
Oc1cc(C)c(/C=N/NC2=NCCN2)cc1,606,-5.3254004
O=C(OCCN(CC)CC)c1c(O)cccc1,247,-5.3234944
O=C1NC(N)=Nc2n(/C=C/3\C(CO)(CO)C\3)cnc12,541,-5.3215404
O=C/1/C(=C/c2sccc2)/CCC\C\1=C/c1sccc1,67,-5.3203835
Clc1ccc(CC2CN3C(CC2)CCCC3)cc1,406,-5.3197169
S(=O)(=O)(Nc1c(C)c(C)on1)c1ccc(N)cc1,173,-5.3185234
S(/C=C(/n1cncc1)\c1c(OCCCCC)cccc1)C,55,-5.3170218
O=C1C=C2[C@@](C)([C@@]3[C@@]([C@@](C)C2)[C@]2[C@@](C)([C@](O)(C)CC2)CC3)CC1,485,-5.3167133
O=C(Nc1ccc(OC(C)(C)C)cc1)C,122,-5.3155603
Fc1c(O)ccc(C(C(C)c2cc(F)c(O)cc2)CC)c1,681,-5.3154397
O=C(Nc1ccc(OC(C)(C)C)cc1)C,122,-5.3151746
Fc1ccc(C(C)n2c(C(=O)OCC)cnc2)cc1,91,-5.313396
Fc1ccc(C(C)n2c(C(=O)OCC)cnc2)cc1,91,-5.3130479
C(C)[C@@]1(C2=NCCN2)Oc2c(cccc2)C1,554,-5.3125877
O=C1c2c(N(CCCN(C)C)c3c(cccc3)C1)cccc2,654,-5.3111172
P(=O)(OC1[C@](OP(=O)(O)O)[C@@](O)C(O)[C@@](O)[C@]1OP(=O)(O)O)(O)O,345,-5.3104639
S(C(F)(F)F)c1cc(CC(NCC)C)ccc1,580,-5.3098083
Clc1ccc(CC2CN3C(CC2)CCCC3)cc1,406,-5.3096299
ClCCN(N=O)C(=O)NCC(C)(C)C,19,-5.3089652
O(C)[C@@]1[C@@]2c3c(cc(O)cc3)CC[C@]2[C@]2[C@@](C)([C@](O)(C#C)CC2)C1,558,-5.3085442
S(=O)(=O)(O)c1c-2c(C)ccc(C(C)C)cc-2c(C)c1,603,-5.3054843
O=C(OC1C[C@@]2N(C)[C@](C1)CC2)[C@@](CO)(C)c1ccccc1,346,-5.3053951
O=C(NC1CCCCC1)CN1CCNCC1,692,-5.3053007
O=C1O[C@@]23C(=C1)C=C[C@@](N1[C@@]2CCCC1)C3,13,-5.3051414
FC(F)(F)c1cc(C[C@](NCC)C)ccc1,669,-5.3038378
O=C(O)c1ccc(NC2[C@](O)[C@@](O)[C@](O)CO2)cc1,448,-5.3034377
O=C1c2c(N(CCCN(C)C)c3c(cccc3)C1)cccc2,654,-5.3017592
O=C1NC(N)=Nc2n(/C=C/3\C(CO)(CO)C\3)cnc12,541,-5.3004041
O(C)c1c2C(=O)c3c(N(C)c2c2c(OC(C)(C)C=C2)c1)cccc3,641,-5.2995224
O(C)c1c(OC)cc2ncnc(CC)c2c1,5,-5.2994065
O=C1C(O)=C(C(=O)c2c1cccc2)C1CCCCC1,532,-5.2963653
O=C(OC1C[C@@]2N(C)[C@](C1)CC2)[C@@](CO)(C)c1ccccc1,346,-5.2960567
O=C(O)c1oc2c(c1)cc(Cc1cnccc1)cc2,419,-5.293303
ClCCN(N=O)C(=O)NCC(C)(C)C,19,-5.2916784
Ic1c(N(C(=O)CCC(=O)O)CC)c(I)cc(I)c1NC,95,-5.290906
O=[N+]([O-])c1oc(/C=N/N2C(=O)NCC2)cc1,622,-5.2902617
O(C)c1c(OC)cc2c(N3C(=O)C[C@@]4OCC=C5[C@]6[C@@]4[C@]3[C@]32[C@@](N(C5)CC3)C6)c1,181,-5.2899685
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,162,-5.2893367
S(=O)(=O)(O)c1c-2c(C)ccc(C(C)C)cc-2c(C)c1,603,-5.28585
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,328,-5.2855167
O=C(O)C(C)c1ccc(C2=CCCCC2)cc1,425,-5.2812762
Fc1c(N)c2c(cnc(-n3c4c(cc3)ccnc4)c2)cc1,608,-5.2808695
O=C(OC1C(C2C(C)O2)OC(=O)C=C1)C,680,-5.2792897
Clc1cc(O)c(C(=O)NCCCC(=O)O)cc1,544,-5.2787437
O=C(OC1C(C2C(C)O2)OC(=O)C=C1)C,680,-5.2776718
S(C(F)(F)F)c1cc(CC(NCC)C)ccc1,580,-5.2767801
O(CC(O)CNC(C)(C)C)CC1Oc2c(OC1)cccc2,533,-5.2764893
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,162,-5.2761803
O=C(OCCN(CC)CC)c1c(O)cccc1,247,-5.2757187
ClC(C(=O)O)c1cc(Cl)c(C2CCCCC2)cc1,640,-5.2741489
O=[N+]([O-])c1oc(/C=N/N2C(=O)NCC2)cc1,622,-5.2724376
O=C(N)C1N(C(C)(C)N2C(C#N)C2)C1,693,-5.2708335
O=C(OC(C(CC(NC)C)(c1ccccc1)c1ccccc1)CC)C,150,-5.2698817
S(=O)(=O)(O)c1c-2c(C)ccc(C(C)C)cc-2c(C)c1,603,-5.2681775
S(=O)(=O)(N)c1sc2S(=O)(=O)CC[C@](NCC(C)C)c2c1,472,-5.2678857
O=C(N/N=C/c1c(O)cccc1)c1ccncc1,677,-5.2673078
O[C@@](CN[C@@](CCc1ccc(O)cc1)C)c1ccc(O)cc1,86,-5.2661366
O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@@]5S[C@@]5C4)CC3)CC2)CC1,524,-5.2646952
S(=O)(=O)(NC(=O)C)c1c(S(=O)(=O)c2ccc(N)cc2)ccc(N)c1,294,-5.2638116
O=C(OC1CC(C)(C)CC(C)C1)[C@]1NC(=O)CC1,613,-5.2634711
O=C(NCCC(=O)O)C(O)C(CO)(C)C,548,-5.2619319
S(=O)(=O)(C)N1C(=O)N(c2n(C)c([N+](=O)[O-])cn2)CC1,120,-5.2613959
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,328,-5.2606945
O(C)c1c(C)c(CC2=NCCN2)c(OC)cc1C,502,-5.2587357
O(C(CCNCC=C)(c1ccccc1)c1ccccc1)C,460,-5.2578588
O=C(O)C(=O)Nc1c2C(=O)CC3c2c(cc1)CCC3,512,-5.2577939
S(=O)(=O)(NC(=O)C)c1c(S(=O)(=O)c2ccc(N)cc2)ccc(N)c1,294,-5.2567024
Clc1cc2C(c3ccccc3)=NC(=O)N(CC(F)(F)F)c2cc1,141,-5.255383
S=C1NC(=O)C(CC=C)(CC(C)C)C(=O)N1,195,-5.2546325
O=C1C=C2[C@@](C)([C@@]3[C@@]([C@@](C)C2)[C@]2[C@@](C)([C@](O)(C)CC2)CC3)CC1,485,-5.2533755
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2)cc1,328,-5.2525721
O(C)[C@@]1[C@@](c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1,465,-5.252389
P(=O)(OC1[C@](OP(=O)(O)O)[C@@](O)C(O)[C@@](O)[C@]1OP(=O)(O)O)(O)O,345,-5.25178
O(C)c1c(C)c(CC2=NCCN2)c(OC)cc1C,502,-5.2512846
[O-][N+](CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C,87,-5.2507882
O=C(O)C(C)c1ccc(C2=CCCCC2)cc1,425,-5.2506971
O=C(O)C(C)c1ccc(C2=CCCCC2)cc1,425,-5.2490282
O=C(O)c1ccc(NC2[C@](O)[C@@](O)[C@](O)CO2)cc1,448,-5.2485628
Clc1cc(C(C(O)CN(C)C)c2ccccc2)ccc1,668,-5.2479606
C(C)c1c(CC2=NCCN2)c2c(o1)cccc2,130,-5.2464571
N(CCC(c1ccccc1)C1CCCCC1)(C)C,333,-5.2464275
Clc1cc(O)c(C(=O)NCCCC(=O)O)cc1,544,-5.2454672
ClCCNC[C@@](O)[C@@](O)[C@](O)[C@](O)CNCCCl,176,-5.2436938
Ic1c(N(C(=O)CCC(=O)O)CC)c(I)cc(I)c1NC,95,-5.2424707
Clc1c(Cl)cc(Cl)c(OP(=O)(OC)OC)n1,523,-5.2418699
N1(c2nc(-c3ccccc3)c3c(c2)cccc3)CCNCC1,162,-5.2417722
N(CCC=C1c2c(N(C)Cc3c1cccc3)cccc2)(C)C,175,-5.2412367
O=C(OC1CC(C)(C)CC(C)C1)[C@]1NC(=O)CC1,613,-5.2406349
ClCCNC[C@@](O)[C@@](O)[C@](O)[C@](O)CNCCCl,176,-5.2400475
Brc1cc(C2C(=O)NC(=O)C2)ccc1,390,-5.239368
N#CCc1c(C)[nH]c(-c2ccccc2)n1,516,-5.2389979
O[C@@](CN[C@@](CCc1ccc(O)cc1)C)c1ccc(O)cc1,86,-5.2370839
O=C(c1c(O)cc2C(C(=O)O)CCc2c1)c1ccccc1,308,-5.2368026
O(C)c1c(OC)cc2ncnc(CC)c2c1,5,-5.236279
C(C)(C)N1[C@]2[C@](N(CC)CC1)c1c(C)c3c(n1CC2)cccc3,671,-5.2326341
O=C(O)c1oc2c(c1)cc(Cc1cnccc1)cc2,419,-5.2320161
O(C(CN(C)C)(CC)C)C(=O)c1ccccc1,424,-5.2316642
OCc1c(O)c(Cc2nc[nH]c2)ccc1,93,-5.2292538
[Al](OC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO)(O)O,514,-5.2276487
O(C)c1c(OC)cc2c(N3C(=O)C[C@@]4OCC=C5[C@]6[C@@]4[C@]3[C@]32[C@@](N(C5)CC3)C6)c1,181,-5.2250957
Fc1c(N)c2c(cnc(-n3c4c(cc3)ccnc4)c2)cc1,608,-5.224618
O=C(Oc1ccc(O)cc1)[C@]1NC(=O)CC1,51,-5.2242599
Clc1c(N)c(Cl)cc(CC2=NCCN2)c1,252,-5.2239056
O=C1C2(c3c(C(=O)CC2)cccc3)CCC(=O)N1,537,-5.2233472
ClCCN(N=O)C(=O)NCC(C)(C)C,19,-5.2232852
S(c1c2c([nH]c1)cccc2)C1=NCCN1,198,-5.2231236
C(C)(C)N1[C@]2[C@](N(CC)CC1)c1c(C)c3c(n1CC2)cccc3,671,-5.2223191
Clc1cc2/C(=C\CCN(C)C)/c3n(ccc3)CCc2cc1,612,-5.2222924
O=C(O)C(C)c1ccc(C2=CCCCC2)cc1,425,-5.2222648
N#C/C=C/1\c2c(C(N3CCN(C)CC3)=Nc3c\1csc3)csc2,632,-5.2212424
Clc1c(N)c(Cl)cc(CC2=NCCN2)c1,252,-5.2207003
O=C1c2c(N(CCCN(C)C)c3c(cccc3)C1)cccc2,654,-5.2197871
O=C1c2c(N(CCCN(C)C)c3c(cccc3)C1)cccc2,654,-5.219058
O=C1c2c(O[C@](c3cc(O)c(O)cc3)C1)cc(O)cc2,648,-5.2170129
P(=O)(Nc1nc(N(C)C)nc2ncn(C)c12)(N1CC1)N1CC1,249,-5.2167964
O=C1c2c([C@@]3(C)[C@@](C)[C@@]1N(CC1CC1)CC3)cc(O)cc2,206,-5.2156825
O(C(CN(C)C)(CC)C)C(=O)c1ccccc1,424,-5.2131209
S(=O)(=O)(Nc1cc(C(O)CNC)ccc1)C,314,-5.2126846
S(=O)(=O)(O)c1c-2c(C)ccc(C(C)C)cc-2c(C)c1,603,-5.2110176
O=C1C2(c3c(C(=O)CC2)cccc3)CCC(=O)N1,537,-5.2105646
FC(F)(F)c1cc(C2OCCNC2)ccc1,435,-5.209434
O=C(O[C@@]1C(=O)O[C@@]2[C@@](OC(=O)C)C(=O)O[C@]12)C,292,-5.20748
S(=O)(=O)(Nc1cc(C(O)CNC)ccc1)C,314,-5.2068496
Fc1c(C(O)CNC(C)(C)C)cccc1,53,-5.2064958
Clc1c(C2CCCCC2)cc2OC(=O)Cc2c1,54,-5.2061944
O=C(O[C@@]1C(=O)O[C@@]2[C@@](OC(=O)C)C(=O)O[C@]12)C,292,-5.2060313
O=C/1/C(=C/c2sccc2)/CCC\C\1=C/c1sccc1,67,-5.2039871
O=C(Nc1ccc(OC(C)(C)C)cc1)C,122,-5.203917
O(C)c1c(C[C@](N)CC)cc(OC)c(C)c1,305,-5.2030754
CN1CCN(C=2n3c(Sc4c(N=2)cccc4)ncc3)CC1,164,-5.2030692
CN1c2c(cccc2)C2=C(c3c1cccc3)CCN(C)CC2,557,-5.2027602
O=C1C2(c3c(C(=O)CC2)cccc3)CCC(=O)N1,537,-5.2025371
SCCC(=O)N1[C@@](c2c(O)cccc2)SC[C@]1C(=O)O,623,-5.2025223
C(C)[C@@]1(C2=NCCN2)Oc2c(cccc2)C1,554,-5.2021236
O=C1c2c(N(CCCN(C)C)c3c(cccc3)C1)cccc2,654,-5.2007852
O=C(O)C(=O)Nc1c2C(=O)CC3c2c(cc1)CCC3,512,-5.2004595
O=C1c2c(O[C@](c3cc(O)c(O)cc3)C1)cc(O)cc2,648,-5.2003484
O=C(N)C1N(C(C)(C)N2C(C#N)C2)C1,693,-5.1999083
ClCCN(N=O)C(=O)NCC(C)(C)C,19,-5.1993084
O(C(CCNCC=C)(c1ccccc1)c1ccccc1)C,460,-5.1989408
O=C(N/N=C/c1c(O)cccc1)c1ccncc1,677,-5.1983199
O(C)c1c2O[C@]3C(C)(C)[C@]4Oc5c(OC)cccc5C[C@]4C(=O)[C@]3Cc2ccc1,117,-5.1980376
Clc1cc2/C(=C\CCN(C)C)/c3n(ccc3)CCc2cc1,612,-5.1966257
O=[N+]([O-])c1oc(-c2nc(NNC=O)sc2)cc1,466,-5.1958523
C(C)C1(c2nc[nH]c2)Cc2c(cccc2)C1,46,-5.195353
[O-][N+](CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C,87,-5.1947417
Clc1c(C2=NCc3n(-c4c2nc(Cl)cc4)cnn3)cccc1,438,-5.1946797
ClC(Cl)(Cl)COC(=O)OCC(Cl)(Cl)Cl,507,-5.1946273
O=C(NCCC(=O)O)C(O)C(CO)(C)C,548,-5.192431
O=C(Oc1ccc(O)cc1)[C@]1NC(=O)CC1,51,-5.1916966
Fc1c(C(O)CNC(C)(C)C)cccc1,53,-5.1916194
O=C1N([C@@]2O[C@](CO)[C@@](N=[N+]=[N-])C2)C=CC(=O)N1,322,-5.1914392
O(C(CCNCC=C)(c1ccccc1)c1ccccc1)C,460,-5.1908274
[O-][N+](CC/C=C/1\c2c(cccc2)CCc2c\1cccc2)(C)C,87,-5.188426
O=C(O)c1ccc(NC2[C@](O)[C@@](O)[C@](O)CO2)cc1,448,-5.1881189
O=C1N([C@@]2[C@@]3[C@](CO)([C@@](O)C2)C3)C=C(C)C(=O)N1,129,-5.1878476
Oc1cc(C)c(/C=N/NC2=NCCN2)cc1,606,-5.1873989
O=C(O)/C=C(/C)\c1c(OC)cc(OC)cc1,579,-5.1863861
O=C(c1c(O)cc2C(C(=O)O)CCc2c1)c1ccccc1,308,-5.1861548
O=C(N/N=C/c1c(O)cccc1)c1ccncc1,677,-5.1794686
O=C1O[C@@]23C(=C1)C=C[C@@](N1[C@@]2CCCC1)C3,13,-5.178112
O(C)c1c(OC)cc2ncnc(CC)c2c1,5,-5.1763887
O=C(c1c(O)cc2C(C(=O)O)CCc2c1)c1ccccc1,308,-5.1758361
S=C1NC(=O)C(CC=C)(CC(C)C)C(=O)N1,195,-5.1746635
OC(CN(C)c1nnc(NN)cc1)C,627,-5.1736379
Fc1c(N)c2c(cnc(-n3c4c(cc3)ccnc4)c2)cc1,608,-5.1735787
O=C1C=C2[C@@](C)([C@@]3[C@@]([C@@](C)C2)[C@]2[C@@](C)([C@](O)(C)CC2)CC3)CC1,485,-5.1732278
[Al](OC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO)(O)O,514,-5.1711807
OC1(CC)CC2N(CC1)CCc1c2cc(C)cc1,413,-5.1708317
S(=O)(=O)(Nc1cc(C(O)CNC)ccc1)C,314,-5.1693745
O=C1N([C@@]2O[C@](CO)[C@@](N=[N+]=[N-])C2)C=CC(=O)N1,322,-5.168932
O(C)c1c(C[C@](N)CC)cc(OC)c(C)c1,305,-5.1668978
[Al](OC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO)(O)O,514,-5.1657772
O=C/1/C(=C/c2sccc2)/CCC\C\1=C/c1sccc1,67,-5.1640353
O=C(c1c(O)cc2C(C(=O)O)CCc2c1)c1ccccc1,308,-5.1633983
CN1CCN(C=2n3c(Sc4c(N=2)cccc4)ncc3)CC1,164,-5.1631012
ClC(Cl)(Cl)COC(=O)OCC(Cl)(Cl)Cl,507,-5.1623893
C(C)c1ccc(C2CCNCC2)cc1,423,-5.1612868
O(C)c1c(C)c(CC2=NCCN2)c(OC)cc1C,502,-5.160913
OC1(CC)CC2N(CC1)CCc1c2cc(C)cc1,413,-5.1602492
O(C)c1c(C[C@](N)CC)cc(OC)c(C)c1,305,-5.1602263
O=C(O)c1oc2c(c1)cc(Cc1cnccc1)cc2,419,-5.1589446
O=C(OC(CC)C1CCCCC1)N,525,-5.1586652
O(C)c1c(C[C@](N)CC)cc(OC)c(C)c1,305,-5.1572628
S(=O)(=O)(C)N1C(=O)N(c2n(C)c([N+](=O)[O-])cn2)CC1,120,-5.1571684
O=[N+]([O-])c1oc(-c2nc(NNC=O)sc2)cc1,466,-5.1571651
C(C)c1c(CC2=NCCN2)c2c(o1)cccc2,130,-5.1566558
O=[N+]([O-])c1oc(/C=N/N2C(=O)NCC2)cc1,622,-5.1559196
N#CCc1c(C)[nH]c(-c2ccccc2)n1,516,-5.1558056
O=C(NNCc1ccccc1)C(C)(C)C,44,-5.1545086
O(C(CN(C)C)(CC)C)C(=O)c1ccccc1,424,-5.1543736
OCC(CO)Cn1c2nc(N)ncc2nc1,208,-5.1521268
S(C(F)(F)F)c1cc(CC(NCC)C)ccc1,580,-5.151825
O(C)[C@@]1[C@@]2c3c(cc(O)cc3)CC[C@]2[C@]2[C@@](C)([C@](O)(C#C)CC2)C1,558,-5.1511679
[Al](OC(=O)[C@](O)[C@@](O)[C@](O)[C@](O)CO)(O)O,514,-5.1507668
Fc1c(C)c(F)c2OC(c3cc(F)c(N)cc3)=CC(=O)c2c1N,571,-5.150528
Brc1cc(C2C(=O)NC(=O)C2)ccc1,390,-5.1496463
SCCC(=O)N1[C@@](c2c(O)cccc2)SC[C@]1C(=O)O,623,-5.1489997
Br/C(/C(=O)c1ccc(OC)cc1)=C/C(=O)O,700,-5.1477714
O=C(NC1CCCCC1)CN1CCNCC1,692,-5.1474662
C(C)c1c(CC2=NCCN2)c2c(o1)cccc2,130,-5.1470871
Br/C(/C(=O)c1ccc(OC)cc1)=C/C(=O)O,700,-5.1468258
O=C1c2c(O[C@](c3cc(O)c(O)cc3)C1)cc(O)cc2,648,-5.1427135
O=C(NC1CCCCC1)CN1CCNCC1,692,-5.1422553
O=C(Nc1ccc(OC(C)(C)C)cc1)C,122,-5.141346
O=C(NCCC(=O)O)C(O)C(CO)(C)C,548,-5.1406674
P(=O)(Nc1nc(N(C)C)nc2ncn(C)c12)(N1CC1)N1CC1,249,-5.1388459
O=C1N([C@@]2[C@@]3[C@](CO)([C@@](O)C2)C3)C=C(C)C(=O)N1,129,-5.1380615
Clc1c(C2CCCCC2)cc2OC(=O)Cc2c1,54,-5.1376514
O=C1C2(c3c(C(=O)CC2)cccc3)CCC(=O)N1,537,-5.1366711
O=C(NCCC(=O)O)C(O)C(CO)(C)C,548,-5.1366053
O(CC(O)CNC(C)(C)C)CC1Oc2c(OC1)cccc2,533,-5.1335015
Fc1c(C)c(F)c2OC(c3cc(F)c(N)cc3)=CC(=O)c2c1N,571,-5.1316328
O=[N+]([O-])c1oc(-c2nc(NNC=O)sc2)cc1,466,-5.1311326
Clc1cc2C(C3=CCCCC3)=NCC(=O)Nc2cc1,279,-5.1289515
O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@@]5S[C@@]5C4)CC3)CC2)CC1,524,-5.1235542
Clc1c(C2=NCc3n(-c4c2nc(Cl)cc4)cnn3)cccc1,438,-5.123126
O=C(O)c1oc2c(c1)cc(Cc1cnccc1)cc2,419,-5.1228743
O=C1N([C@@]2O[C@](CO)[C@@](N=[N+]=[N-])C2)C=CC(=O)N1,322,-5.1225166
Clc1ccc(-c2nn3c(n2)-c2c(cccc2)C=C3)cc1,562,-5.1221457
C(c1c2c(ccc1)CCCC2)C1=NCCN1,98,-5.1221452
Clc1c(Cl)cc(Cl)c(OP(=O)(OC)OC)n1,523,-5.1211805
O=C1c2c([C@@]3(C)[C@@](C)[C@@]1N(CC1CC1)CC3)cc(O)cc2,206,-5.1201844
S(=O)(=O)(N)c1sc2S(=O)(=O)CC[C@](NCC(C)C)c2c1,472,-5.1199203
C(C)[C@@]1(C2=NCCN2)Oc2c(cccc2)C1,554,-5.1182842
O=C(O)Cc1cc2c(OC(CC)C2)cc1,286,-5.1159515
O=[N+]([O-])c1oc(/C=N/N2C(=O)NCC2)cc1,622,-5.115694
Clc1c(Cl)ccc(-c2c(N)nc(N)nc2CC)c1,192,-5.1132255
Clc1ccc(C(=O)NCC(=O)NO)cc1,611,-5.1121974
O=C(O)Cc1cc2c(OC(CC)C2)cc1,286,-5.1113992
O(C)c1c(OC)cc2ncnc(CC)c2c1,5,-5.1113162
C(c1c(N2CCN(C)CC2)cccc1)c1ccccc1,111,-5.1112499
C(c1c2c(ccc1)CCCC2)C1=NCCN1,98,-5.1110487
ClCCN(N=O)C(=O)NCCO,440,-5.1093621
Fc1c(N)c2c(cnc(-n3c4c(cc3)ccnc4)c2)cc1,608,-5.1085973
Clc1c(C2=NCc3n(c(C)nc3)-c3c2cc(Cl)cc3)cccc1,156,-5.1084647
Clc1cc2C(N(C(=O)N)CC(=O)N(C)c2cc1)c1ccccc1,289,-5.1068487
S/C(=N/C)/[C@]1([S@](=O)CCCC1)c1cnccc1,618,-5.1067553
N(CCC(c1ccccc1)C1CCCCC1)(C)C,333,-5.1063209
SC1NC(=O)C2(C(=O)N1)C(CC)C(C)CC2C,110,-5.1056938
Fc1c(N)c2c(cnc(-n3c4c(cc3)ccnc4)c2)cc1,608,-5.1050439
C(c1c2c(ccc1)CCCC2)C1=NCCN1,98,-5.1042199
S=C1NC(=O)C(CC=C)(CC(C)C)C(=O)N1,195,-5.0996046
Clc1ccc(-c2nn3c(n2)-c2c(cccc2)C=C3)cc1,562,-5.0976753
Clc1c2C(n3cncc3)c3c(cccc3)CCc2cc(Cl)c1,157,-5.0962543
ClC(Cl)(Cl)COC(=O)OCC(Cl)(Cl)Cl,507,-5.095973
Fc1c(C)c(F)c2OC(c3cc(F)c(N)cc3)=CC(=O)c2c1N,571,-5.0957236
O(C)c1c(OC)cc2ncnc(CC)c2c1,5,-5.0943732
Ic1ccc([C@@](C)n2c(C(=O)OC)cnc2)cc1,40,-5.0900297
Clc1c(Cl)cc(Cl)c(OP(=O)(OC)OC)n1,523,-5.089891
Clc1c2C(n3cncc3)c3c(cccc3)CCc2cc(Cl)c1,157,-5.0876613
S(=O)(=O)(O)C1N(C)C=2C(=C/C(=N/NC(=O)N)/C(=O)C=2)C1,38,-5.0871558
Clc1c(N)c(Cl)cc(CC2=NCCN2)c1,252,-5.0859838
FC(F)(F)c1cc(C[C@](NCC)C)ccc1,669,-5.0852151
Clc1cc2C(N(C(=O)N)CC(=O)N(C)c2cc1)c1ccccc1,289,-5.0846386
OC(CN(C)c1nnc(NN)cc1)C,627,-5.081214
O=C(N/N=C/c1c(O)cccc1)c1ccncc1,677,-5.0798378
S(Sc1[n+]([O-])cccc1)c1[n+]([O-])cccc1,694,-5.0784192
O=C(NCCC(=O)O)C(O)C(CO)(C)C,548,-5.0783553
O=C(O)C(=O)Nc1c2C(=O)CC3c2c(cc1)CCC3,512,-5.0779762
O(C)c1cc2C3(C)C(NCc2cc1)CCCC3,370,-5.076777
O=C(O)C(=O)Nc1c2C(=O)CC3c2c(cc1)CCC3,512,-5.0761924
O[C@@](CN[C@@](CCc1ccc(O)cc1)C)c1ccc(O)cc1,86,-5.0758119
O=C1N([C@@]2[C@@]3[C@](CO)([C@@](O)C2)C3)C=C(C)C(=O)N1,129,-5.0712824
O=C1N([C@]2[C@](O)[C@](O)[C@@](CO)O2)C=2NC(N)=NC(=O)C=2S1,447,-5.0670695
ClCCN(N=O)C(=O)NCC(C)(C)C,19,-5.0664973
Brc1cc(C2C(=O)NC(=O)C2)ccc1,390,-5.0659037
S(C)c1cc2C(=O)N(/C=C/C(=O)O)C=Nc2cc1,410,-5.0658593
O=C1N([C@@]2O[C@](CO)[C@@](N=[N+]=[N-])C2)C=CC(=O)N1,322,-5.0654273
Clc1ccc(C(=O)NCC(=O)NO)cc1,611,-5.0632782
Oc1cc(C)c(/C=N/NC2=NCCN2)cc1,606,-5.062932
